name,uid,vagga_number,number_in_vagga,volpage
Pacchatogamana,pi-tv-bi-pm-sk71,,,
Uppathenagamana,pi-tv-bi-pm-sk72,,,
Ṭhitouccāra,pi-tv-bi-pm-sk73,,,
Hariteuccāra,pi-tv-bi-pm-sk74,,,
Udakeuccāra,pi-tv-bi-pm-sk75,,,
Methunadhamma,pi-tv-pvr-bi-pj1,,,
Dinnādāna,pi-tv-pvr-bi-pj2,,,
Manussaviggaha,pi-tv-pvr-bi-pj3,,,
Uttarimanussadhamma,pi-tv-pvr-bi-pj4,,,
Ubbhajāṇumaṇḍalikā,pi-tv-pvr-bi-pj5,,,
Ukkhittānuvattikā,pi-tv-pvr-bi-pj6,,,
Aṭṭhavatthukā,pi-tv-pvr-bi-pj7,,,
Vajjappaṭicchādikā,pi-tv-pvr-bi-pj8,,,
Ussayavādikā,pi-tv-pvr-bi-ss1,,,
Corīvuṭṭhāpikā,pi-tv-pvr-bi-ss2,,,
Ekagāmantara,pi-tv-pvr-bi-ss3,,,
Ukkhittakaosāraṇa,pi-tv-pvr-bi-ss4,,,
Avassutā avassutassa,pi-tv-pvr-bi-ss5,,,
Kiṃ te avassuto vā anavassuto vā,pi-tv-pvr-bi-ss6,,,
Sañcaritta,pi-tv-pvr-bi-ss7,,,
Duṭṭhadosa,pi-tv-pvr-bi-ss8,,,
Aññabhāgiya,pi-tv-pvr-bi-ss9,,,
Sikkhaṃpaccācikkhaṇa,pi-tv-pvr-bi-ss10,,,
Adhikaraṇakupita,pi-tv-pvr-bi-ss11,,,
Saṃsaṭṭhā,pi-tv-pvr-bi-ss12,,,
Saṃsaṭṭhānuvattaka,pi-tv-pvr-bi-ss13,,,
Saṅghabheda,pi-tv-pvr-bi-ss14,,,
Bhedānuvattaka,pi-tv-pvr-bi-ss15,,,
Dubbaca,pi-tv-pvr-bi-ss16,,,
Kuladūsaka,pi-tv-pvr-bi-ss17,,,
Sammukhāvinaya,pi-tv-pvr-bi-as1,,,
Sativinaya,pi-tv-pvr-bi-as2,,,
Amūḷhavinaya,pi-tv-pvr-bi-as3,,,
Paṭiññātakaraṇa,pi-tv-pvr-bi-as4,,,
Yebhuyyasikā,pi-tv-pvr-bi-as5,,,
Tassapāpiyasikā,pi-tv-pvr-bi-as6,,,
Tiṇavatthāraka,pi-tv-pvr-bi-as7,,,
Pattasannicaya,pi-tv-pvr-bi-np1,,,
Akālacīvara,pi-tv-pvr-bi-np2,,,
Cīvaraparivattana,pi-tv-pvr-bi-np3,,,
Aññaviññāpana,pi-tv-pvr-bi-np4,,,
Aññacetāpana,pi-tv-pvr-bi-np5,,,
Saṃghikacetapana,pi-tv-pvr-bi-np6,,,
Gaṇikacetāpana,pi-tv-pvr-bi-np7,,,
Dutiyasaṃghikacetāpana,pi-tv-pvr-bi-np8,,,
Dutiyagaṇikacetāpana,pi-tv-pvr-bi-np9,,,
Puggalikacetāpana,pi-tv-pvr-bi-np10,,,
Garupāvuraṇa,pi-tv-pvr-bi-np11,,,
Lahupāvuraṇa,pi-tv-pvr-bi-np12,,,
Kathina,pi-tv-pvr-bi-np13,,,
Udosita,pi-tv-pvr-bi-np14,,,
Akālacīvara,pi-tv-pvr-bi-np15,,,
Aññātakaviññatti,pi-tv-pvr-bi-np16,,,
Tatuttari,pi-tv-pvr-bi-np17,,,
Upakkhata,pi-tv-pvr-bi-np18,,,
Dutiyaupakkhata,pi-tv-pvr-bi-np19,,,
Rāja,pi-tv-pvr-bi-np20,,,
Rūpiya,pi-tv-pvr-bi-np21,,,
Rūpiyasaṁvohāra,pi-tv-pvr-bi-np22,,,
Kayavikkaya,pi-tv-pvr-bi-np23,,,
Ūnapañcabandhana,pi-tv-pvr-bi-np24,,,
Bhesajja,pi-tv-pvr-bi-np25,,,
Cīvaraacchindana,pi-tv-pvr-bi-np26,,,
Suttaviññatti,pi-tv-pvr-bi-np27,,,
Mahāpesakāra,pi-tv-pvr-bi-np28,,,
Accekacīvara,pi-tv-pvr-bi-np29,,,
Pariṇata,pi-tv-pvr-bi-np30,,,
Lasuṇa,pi-tv-pvr-bi-pc1,,,
Sambādhaloma,pi-tv-pvr-bi-pc2,,,
Talaghātaka,pi-tv-pvr-bi-pc3,,,
Jatumaṭṭhaka,pi-tv-pvr-bi-pc4,,,
Udakasuddhika,pi-tv-pvr-bi-pc5,,,
Upatiṭṭhana,pi-tv-pvr-bi-pc6,,,
Āmakadhañña,pi-tv-pvr-bi-pc7,,,
Tirokuṭṭuccārachaḍḍana,pi-tv-pvr-bi-pc8,,,
Harituccārachaḍḍana,pi-tv-pvr-bi-pc9,,,
Naccagīta,pi-tv-pvr-bi-pc10,,,
Rattandhakāra,pi-tv-pvr-bi-pc11,,,
Paṭicchannokāsa,pi-tv-pvr-bi-pc12,,,
Ajjhokāsasallapana,pi-tv-pvr-bi-pc13,,,
Dutiyikauyyojana,pi-tv-pvr-bi-pc14,,,
Anāpucchāpakkamana,pi-tv-pvr-bi-pc15,,,
Anāpucchāabhinisīdana,pi-tv-pvr-bi-pc16,,,
Anāpucchāsantharaṇa,pi-tv-pvr-bi-pc17,,,
Paraujjhāpanaka,pi-tv-pvr-bi-pc18,,,
Paraabhisapana,pi-tv-pvr-bi-pc19,,,
Rodana,pi-tv-pvr-bi-pc20,,,
Nagga,pi-tv-pvr-bi-pc21,,,
Udakasāṭika,pi-tv-pvr-bi-pc22,,,
Cīvarasibbana,pi-tv-pvr-bi-pc23,,,
Saṅghāṭicāra,pi-tv-pvr-bi-pc24,,,
Cīvarasaṅkamanīya,pi-tv-pvr-bi-pc25,,,
Gaṇacīvara,pi-tv-pvr-bi-pc26,,,
Paṭibāhana,pi-tv-pvr-bi-pc27,,,
Cīvaradāna,pi-tv-pvr-bi-pc28,,,
Kālaatikkamana,pi-tv-pvr-bi-pc29,,,
Kathinuddhāra,pi-tv-pvr-bi-pc30,,,
Ekamañcatuvaṭṭana,pi-tv-pvr-bi-pc31,,,
Ekattharaṇatuvaṭṭana,pi-tv-pvr-bi-pc32,,,
Aphāsukaraṇa,pi-tv-pvr-bi-pc33,,,
Naupaṭṭhāpana,pi-tv-pvr-bi-pc34,,,
Nikkaḍḍhana,pi-tv-pvr-bi-pc35,,,
Saṃsaṭṭha,pi-tv-pvr-bi-pc36,,,
Antoraṭṭha,pi-tv-pvr-bi-pc37,,,
Tiroraṭṭha,pi-tv-pvr-bi-pc38,,,
Antovassa,pi-tv-pvr-bi-pc39,,,
Cārikanapakkamana,pi-tv-pvr-bi-pc40,,,
Rājāgāra,pi-tv-pvr-bi-pc41,,,
Āsandiparibhuñjana,pi-tv-pvr-bi-pc42,,,
Suttakantana,pi-tv-pvr-bi-pc43,,,
Gihiveyyāvacca,pi-tv-pvr-bi-pc44,,,
Adhikaraṇa,pi-tv-pvr-bi-pc45,,,
Bhojanadāna,pi-tv-pvr-bi-pc46,,,
Āvasathacīvara,pi-tv-pvr-bi-pc47,,,
Āvasathavihāra,pi-tv-pvr-bi-pc48,,,
Tiracchānavijjāpariyāpuṇana,pi-tv-pvr-bi-pc49,,,
Tiracchānavijjāvācana,pi-tv-pvr-bi-pc50,,,
Ārāmapavisana,pi-tv-pvr-bi-pc51,,,
Bhikkhuakkosana,pi-tv-pvr-bi-pc52,,,
Gaṇaparibhāsana,pi-tv-pvr-bi-pc53,,,
Pavārita,pi-tv-pvr-bi-pc54,,,
Kulamaccharinī,pi-tv-pvr-bi-pc55,,,
Abhikkhukāvāsa,pi-tv-pvr-bi-pc56,,,
Apavāraṇā,pi-tv-pvr-bi-pc57,,,
Ovāda,pi-tv-pvr-bi-pc58,,,
Ovādūpasaṅkamana,pi-tv-pvr-bi-pc59,,,
Pasākhejāta,pi-tv-pvr-bi-pc60,,,
Gabbhinī,pi-tv-pvr-bi-pc61,,,
Pāyantī,pi-tv-pvr-bi-pc62,,,
Asikkhita-sikkhamānā,pi-tv-pvr-bi-pc63,,,
Sikkhita-sikkhamānā-asammata,pi-tv-pvr-bi-pc64,,,
Ūnadvādasavassa-gihigata,pi-tv-pvr-bi-pc65,,,
Paripuṇṇadvādasavassa-asikkhita-gihigata,pi-tv-pvr-bi-pc66,,,
Paripuṇṇadvādasavassa-sikkhita-gihigata-asammata,pi-tv-pvr-bi-pc67,,,
Sahajīvinī-ananuggahaṇa,pi-tv-pvr-bi-pc68,,,
Pavattinī-nānubandhana,pi-tv-pvr-bi-pc69,,,
Sahajīvinī-avūpakāsana,pi-tv-pvr-bi-pc70,,,
Ūnavīsativassa-kumāribhūta,pi-tv-pvr-bi-pc71,,,
Paripuṇṇavīsativassa-asikkhita-kumāribhūta,pi-tv-pvr-bi-pc72,,,
Paripuṇṇavīsativassa-sikkhita-kumāribhūta-asammata,pi-tv-pvr-bi-pc73,,,
Ūnadvādasavassa,pi-tv-pvr-bi-pc74,,,
Paripuṇṇadvādasavassa-asammata,pi-tv-pvr-bi-pc75,,,
Khiyyanadhamma,pi-tv-pvr-bi-pc76,,,
Cīvaradāna-sikkhamānana-vuṭṭhāpana,pi-tv-pvr-bi-pc77,,,
Anubandha-sikkhamānana-vuṭṭhāpana,pi-tv-pvr-bi-pc78,,,
Sokāvāsa,pi-tv-pvr-bi-pc79,,,
Ananuññāta,pi-tv-pvr-bi-pc80,,,
Pārivāsika,pi-tv-pvr-bi-pc81,,,
Anuvassa,pi-tv-pvr-bi-pc82,,,
Ekavassa,pi-tv-pvr-bi-pc83,,,
Chattupāhana,pi-tv-pvr-bi-pc84,,,
Yāna,pi-tv-pvr-bi-pc85,,,
Saṅghāṇi,pi-tv-pvr-bi-pc86,,,
Itthālaṅkāra,pi-tv-pvr-bi-pc87,,,
Gandhavaṇṇaka,pi-tv-pvr-bi-pc88,,,
Vāsitaka,pi-tv-pvr-bi-pc89,,,
Bhikkhunī-ummaddāpana,pi-tv-pvr-bi-pc90,,,
Sikkhamānā-ummaddāpana,pi-tv-pvr-bi-pc91,,,
Sāmaṇerī-ummaddāpana,pi-tv-pvr-bi-pc92,,,
Gihinī-ummaddāpana,pi-tv-pvr-bi-pc93,,,
Anāpucchā,pi-tv-pvr-bi-pc94,,,
Pañhāpucchana,pi-tv-pvr-bi-pc95,,,
Saṁkakṣikā,pi-tv-pvr-bi-pc96,,,
Musāvāda,pi-tv-pvr-bi-pc97,,,
Omasavāda,pi-tv-pvr-bi-pc98,,,
Pesuñña,pi-tv-pvr-bi-pc99,,,
Padasodhamma,pi-tv-pvr-bi-pc100,,,
Anupasampannasahaseyya,pi-tv-pvr-bi-pc101,,,
Mātugāmasahaseyya,pi-tv-pvr-bi-pc102,,,
Dhammadesanā,pi-tv-pvr-bi-pc103,,,
Bhūtārocana,pi-tv-pvr-bi-pc104,,,
Duṭṭhullārocana,pi-tv-pvr-bi-pc105,,,
Pathavīkhaṇana,pi-tv-pvr-bi-pc106,,,
Bhūtagāma,pi-tv-pvr-bi-pc107,,,
Aññavādaka,pi-tv-pvr-bi-pc108,,,
Ujjhāpanaka,pi-tv-pvr-bi-pc109,,,
Mañcasanthārana,pi-tv-pvr-bi-pc110,,,
Seyyasanthārana,pi-tv-pvr-bi-pc111,,,
Anupakhajja,pi-tv-pvr-bi-pc112,,,
Nikkaḍḍhana,pi-tv-pvr-bi-pc113,,,
Vehāsakuṭi,pi-tv-pvr-bi-pc114,,,
Mahallakavihāra,pi-tv-pvr-bi-pc115,,,
Sappāṇaka,pi-tv-pvr-bi-pc116,,,
Āvasathapiṇḍa,pi-tv-pvr-bi-pc117,,,
Gaṇabhojana,pi-tv-pvr-bi-pc118,,,
Dvittipattapūrapaṭiggahaṇa,pi-tv-pvr-bi-pc119,,,
Vikālabhojana,pi-tv-pvr-bi-pc120,,,
Sannidhikāraka,pi-tv-pvr-bi-pc121,,,
Dantapona,pi-tv-pvr-bi-pc122,,,
Uyyojana,pi-tv-pvr-bi-pc123,,,
Sabhojana,pi-tv-pvr-bi-pc124,,,
Rahopaṭicchanna,pi-tv-pvr-bi-pc125,,,
Rahonisajja,pi-tv-pvr-bi-pc126,,,
Cāritta,pi-tv-pvr-bi-pc127,,,
Catumāsappaccayapavāraṇā,pi-tv-pvr-bi-pc128,,,
Uyyuttasenā,pi-tv-pvr-bi-pc129,,,
Senāvāsa,pi-tv-pvr-bi-pc130,,,
Uyyodhika,pi-tv-pvr-bi-pc131,,,
Surāpāna,pi-tv-pvr-bi-pc132,,,
Aṅgulipatodaka,pi-tv-pvr-bi-pc133,,,
Hasadhamma,pi-tv-pvr-bi-pc134,,,
Anādariya,pi-tv-pvr-bi-pc135,,,
Bhiṃsāpana,pi-tv-pvr-bi-pc136,,,
Jotika,pi-tv-pvr-bi-pc137,,,
Nahāna,pi-tv-pvr-bi-pc138,,,
Dubbaṇṇakaraṇa,pi-tv-pvr-bi-pc139,,,
Vikappana,pi-tv-pvr-bi-pc140,,,
Cīvaraapanidhāna,pi-tv-pvr-bi-pc141,,,
Sañcicca,pi-tv-pvr-bi-pc142,,,
Sappāṇaka,pi-tv-pvr-bi-pc143,,,
Ukkoṭana,pi-tv-pvr-bi-pc144,,,
Theyyasattha,pi-tv-pvr-bi-pc145,,,
Antarāyika,pi-tv-pvr-bi-pc146,,,
Ukkhittasambhoga,pi-tv-pvr-bi-pc147,,,
Samaṇuddesaantarāyika,pi-tv-pvr-bi-pc148,,,
Sahadhammika,pi-tv-pvr-bi-pc149,,,
Vilekhana,pi-tv-pvr-bi-pc150,,,
Mohana,pi-tv-pvr-bi-pc151,,,
Pahāra,pi-tv-pvr-bi-pc152,,,
Talasattika,pi-tv-pvr-bi-pc153,,,
Amūlaka,pi-tv-pvr-bi-pc154,,,
Sañcicca,pi-tv-pvr-bi-pc155,,,
Upassuti,pi-tv-pvr-bi-pc156,,,
Kammapaṭibāhana,pi-tv-pvr-bi-pc157,,,
Chandaṃadatvāgamana,pi-tv-pvr-bi-pc158,,,
Dubbala,pi-tv-pvr-bi-pc159,,,
Pariṇāmana,pi-tv-pvr-bi-pc160,,,
Ratana,pi-tv-pvr-bi-pc161,,,
Sūcighara,pi-tv-pvr-bi-pc162,,,
Mañcapīṭha,pi-tv-pvr-bi-pc163,,,
Tūlonaddha,pi-tv-pvr-bi-pc164,,,
Kaṇḍuppaṭicchādi,pi-tv-pvr-bi-pc165,,,
Sugatacīvara,pi-tv-pvr-bi-pc166,,,
Sappiviññāpana,pi-tv-pvr-bi-pd1,,,
Telaviññāpana,pi-tv-pvr-bi-pd2,,,
Madhuviññāpana,pi-tv-pvr-bi-pd3,,,
Phāṇitaviññāpana,pi-tv-pvr-bi-pd4,,,
Macchaviññāpana,pi-tv-pvr-bi-pd5,,,
Maṃsaviññāpana,pi-tv-pvr-bi-pd6,,,
Khīraviññāpana,pi-tv-pvr-bi-pd7,,,
Dadhiviññāpana,pi-tv-pvr-bi-pd8,,,
Parimaṇḍala,pi-tv-pvr-bi-sk1,,,
Dutiyaparimaṇḍala,pi-tv-pvr-bi-sk2,,,
Suppaṭicchanna,pi-tv-pvr-bi-sk3,,,
Dutiyasuppaṭicchanna,pi-tv-pvr-bi-sk4,,,
Susaṃvuta,pi-tv-pvr-bi-sk5,,,
Dutiyasusaṃvuta,pi-tv-pvr-bi-sk6,,,
Okkhittacakkhu,pi-tv-pvr-bi-sk7,,,
Dutiyaokkhittacakkhu,pi-tv-pvr-bi-sk8,,,
Ukkhittaka,pi-tv-pvr-bi-sk9,,,
Dutiyaukkhittaka,pi-tv-pvr-bi-sk10,,,
Ujjagghika,pi-tv-pvr-bi-sk11,,,
Dutiyaujjagghika,pi-tv-pvr-bi-sk12,,,
Appasadda,pi-tv-pvr-bi-sk13,,,
Dutiyaappasadda,pi-tv-pvr-bi-sk14,,,
Kāyappacālaka,pi-tv-pvr-bi-sk15,,,
Dutiyakāyappacālaka,pi-tv-pvr-bi-sk16,,,
Bāhuppacālaka,pi-tv-pvr-bi-sk17,,,
Dutiyabāhuppacālaka,pi-tv-pvr-bi-sk18,,,
Sīsappacālaka,pi-tv-pvr-bi-sk19,,,
Dutiyasīsappacālaka,pi-tv-pvr-bi-sk20,,,
Khambhakata,pi-tv-pvr-bi-sk21,,,
Dutiyakhambhakata,pi-tv-pvr-bi-sk22,,,
Oguṇṭhita,pi-tv-pvr-bi-sk23,,,
Dutiyaoguṇṭhita,pi-tv-pvr-bi-sk24,,,
Ukkuṭika,pi-tv-pvr-bi-sk25,,,
Pallatthika,pi-tv-pvr-bi-sk26,,,
Sakkaccapaṭiggahaṇa,pi-tv-pvr-bi-sk27,,,
Pattasaññīpaṭiggahaṇa,pi-tv-pvr-bi-sk28,,,
Samasūpakapaṭiggahaṇa,pi-tv-pvr-bi-sk29,,,
Samatittika,pi-tv-pvr-bi-sk30,,,
Sakkacca,pi-tv-pvr-bi-sk31,,,
Pattasaññī,pi-tv-pvr-bi-sk32,,,
Sapadāna,pi-tv-pvr-bi-sk33,,,
Samasūpaka,pi-tv-pvr-bi-sk34,,,
Thūpakata,pi-tv-pvr-bi-sk35,,,
Odanappaṭicchādana,pi-tv-pvr-bi-sk36,,,
Sūpodanaviññatti,pi-tv-pvr-bi-sk37,,,
Ujjhānasaññī,pi-tv-pvr-bi-sk38,,,
Nātimahanta,pi-tv-pvr-bi-sk39,,,
Parimaṇḍala,pi-tv-pvr-bi-sk40,,,
Anāhaṭa,pi-tv-pvr-bi-sk41,,,
Sabbahattha,pi-tv-pvr-bi-sk42,,,
Sakabaḷa,pi-tv-pvr-bi-sk43,,,
Piṇḍukkhepaka,pi-tv-pvr-bi-sk44,,,
Kabaḷāvacchedaka,pi-tv-pvr-bi-sk45,,,
Avagaṇḍakāraka,pi-tv-pvr-bi-sk46,,,
Hatthaniddhunaka,pi-tv-pvr-bi-sk47,,,
Sitthāvakāraka,pi-tv-pvr-bi-sk48,,,
Jivhānicchāraka,pi-tv-pvr-bi-sk49,,,
Capucapukāraka,pi-tv-pvr-bi-sk50,,,
Surusurukāraka,pi-tv-pvr-bi-sk51,,,
Hatthanillehaka,pi-tv-pvr-bi-sk52,,,
Pattanillehaka,pi-tv-pvr-bi-sk53,,,
Oṭṭhanillehaka,pi-tv-pvr-bi-sk54,,,
Sāmisa,pi-tv-pvr-bi-sk55,,,
Sasitthaka,pi-tv-pvr-bi-sk56,,,
Chattapāṇi,pi-tv-pvr-bi-sk57,,,
Daṇḍapāṇi,pi-tv-pvr-bi-sk58,,,
Satthapāṇi,pi-tv-pvr-bi-sk59,,,
Āvudhapāṇi,pi-tv-pvr-bi-sk60,,,
Pāduka,pi-tv-pvr-bi-sk61,,,
Upāhanāruḷha,pi-tv-pvr-bi-sk62,,,
Yāna,pi-tv-pvr-bi-sk63,,,
Sayana,pi-tv-pvr-bi-sk64,,,
Pallatthika,pi-tv-pvr-bi-sk65,,,
Veṭhita,pi-tv-pvr-bi-sk66,,,
Oguṇṭhita,pi-tv-pvr-bi-sk67,,,
Chamā,pi-tv-pvr-bi-sk68,,,
Nīcāsana,pi-tv-pvr-bi-sk69,,,
Ṭhita,pi-tv-pvr-bi-sk70,,,
Pacchatogamana,pi-tv-pvr-bi-sk71,,,
Uppathenagamana,pi-tv-pvr-bi-sk72,,,
Ṭhitouccāra,pi-tv-pvr-bi-sk73,,,
Hariteuccāra,pi-tv-pvr-bi-sk74,,,
Udakeuccāra,pi-tv-pvr-bi-sk75,,,
Methunadhamma,zh-dg-bi-vb-pj1,,,
Dinnādāna,zh-dg-bi-vb-pj2,,,
Manussaviggaha,zh-dg-bi-vb-pj3,,,
Uttarimanussadhamma,zh-dg-bi-vb-pj4,,,
Ubbhajāṇumaṇḍalikā,zh-dg-bi-vb-pj5,,,
Vajjappaṭicchādikā,zh-dg-bi-vb-pj6,,,
Ukkhittānuvattikā,zh-dg-bi-vb-pj7,,,
Aṭṭhavatthukā,zh-dg-bi-vb-pj8,,,
Sañcaritta,zh-dg-bi-vb-ss1,,,
Duṭṭhadosa,zh-dg-bi-vb-ss2,,,
Aññabhāgiya,zh-dg-bi-vb-ss3,,,
Ussayavādikā,zh-dg-bi-vb-ss4,,,
Corīvuṭṭhāpikā,zh-dg-bi-vb-ss5,,,
Ukkhittakaosāraṇa,zh-dg-bi-vb-ss6,,,
Ekagāmantara,zh-dg-bi-vb-ss7,,,
Avassutā avassutassa,zh-dg-bi-vb-ss8,,,
Kiṃ te avassuto vā anavassuto vā,zh-dg-bi-vb-ss9,,,
Saṅghabheda,zh-dg-bi-vb-ss10,,,
Bhedānuvattaka,zh-dg-bi-vb-ss11,,,
Dubbaca,zh-dg-bi-vb-ss12,,,
Kuladūsaka,zh-dg-bi-vb-ss13,,,
Saṃsaṭṭhā,zh-dg-bi-vb-ss14,,,
Saṃsaṭṭhānuvattaka,zh-dg-bi-vb-ss15,,,
Sikkhaṃpaccācikkhaṇa,zh-dg-bi-vb-ss16,,,
Adhikaraṇakupita,zh-dg-bi-vb-ss17,,,
Kathina,zh-dg-bi-vb-np1,,,
Udosita,zh-dg-bi-vb-np2,,,
Akālacīvara,zh-dg-bi-vb-np3,,,
Aññātakaviññatti,zh-dg-bi-vb-np4,,,
Tatuttari,zh-dg-bi-vb-np5,,,
Upakkhata,zh-dg-bi-vb-np6,,,
Dutiyaupakkhata,zh-dg-bi-vb-np7,,,
Rāja,zh-dg-bi-vb-np8,,,
Rūpiya,zh-dg-bi-vb-np9,,,
Rūpiyasaṁvohāra,zh-dg-bi-vb-np10,,,
Kayavikkaya,zh-dg-bi-vb-np11,,,
Ūnapañcabandhana,zh-dg-bi-vb-np12,,,
Suttaviññatti,zh-dg-bi-vb-np13,,,
Mahāpesakāra,zh-dg-bi-vb-np14,,,
Cīvaraacchindana,zh-dg-bi-vb-np15,,,
Bhesajja,zh-dg-bi-vb-np16,,,
Accekacīvara,zh-dg-bi-vb-np17,,,
Pariṇata,zh-dg-bi-vb-np18,,,
Aññaviññāpana,zh-dg-bi-vb-np19,,,
Saṃghikacetapana,zh-dg-bi-vb-np20,,,
Gaṇikacetāpana,zh-dg-bi-vb-np21,,,
Puggalikacetāpana,zh-dg-bi-vb-np22,,,
Dutiyagaṇikacetāpana,zh-dg-bi-vb-np23,,,
Pattasannicaya,zh-dg-bi-vb-np24,,,
Beautiful vessels,zh-dg-bi-vb-np25,,,
Niḥśṛjāti,zh-dg-bi-vb-np26,,,
Akālacīvara,zh-dg-bi-vb-np27,,,
Cīvaraparivattana,zh-dg-bi-vb-np28,,,
Garupāvuraṇa,zh-dg-bi-vb-np29,,,
Lahupāvuraṇa,zh-dg-bi-vb-np30,,,
Musāvāda,zh-dg-bi-vb-pc1,,,
Omasavāda,zh-dg-bi-vb-pc2,,,
Pesuñña,zh-dg-bi-vb-pc3,,,
Mātugāmasahaseyya,zh-dg-bi-vb-pc4,,,
Anupasampannasahaseyya,zh-dg-bi-vb-pc5,,,
Padasodhamma,zh-dg-bi-vb-pc6,,,
Duṭṭhullārocana,zh-dg-bi-vb-pc7,,,
Bhūtārocana,zh-dg-bi-vb-pc8,,,
Dhammadesanā,zh-dg-bi-vb-pc9,,,
Pathavīkhaṇana,zh-dg-bi-vb-pc10,,,
Bhūtagāma,zh-dg-bi-vb-pc11,,,
Aññavādaka,zh-dg-bi-vb-pc12,,,
Ujjhāpanaka,zh-dg-bi-vb-pc13,,,
Mañcasanthārana,zh-dg-bi-vb-pc14,,,
Seyyasanthārana,zh-dg-bi-vb-pc15,,,
Anupakhajja,zh-dg-bi-vb-pc16,,,
Nikkaḍḍhana,zh-dg-bi-vb-pc17,,,
Vehāsakuṭi,zh-dg-bi-vb-pc18,,,
Sappāṇaka,zh-dg-bi-vb-pc19,,,
Mahallakavihāra,zh-dg-bi-vb-pc20,,,
Āvasathapiṇḍa,zh-dg-bi-vb-pc21,,,
Gaṇabhojana,zh-dg-bi-vb-pc22,,,
Dvittipattapūrapaṭiggahaṇa,zh-dg-bi-vb-pc23,,,
Vikālabhojana,zh-dg-bi-vb-pc24,,,
Sannidhikāraka,zh-dg-bi-vb-pc25,,,
Dantapona,zh-dg-bi-vb-pc26,,,
Cāritta,zh-dg-bi-vb-pc27,,,
Sabhojana,zh-dg-bi-vb-pc28,,,
Rahopaṭicchanna,zh-dg-bi-vb-pc29,,,
Rahonisajja,zh-dg-bi-vb-pc30,,,
Uyyojana,zh-dg-bi-vb-pc31,,,
Catumāsappaccayapavāraṇā,zh-dg-bi-vb-pc32,,,
Uyyuttasenā,zh-dg-bi-vb-pc33,,,
Senāvāsa,zh-dg-bi-vb-pc34,,,
Uyyodhika,zh-dg-bi-vb-pc35,,,
Surāpāna,zh-dg-bi-vb-pc36,,,
Hasadhamma,zh-dg-bi-vb-pc37,,,
Aṅgulipatodaka,zh-dg-bi-vb-pc38,,,
Anādariya,zh-dg-bi-vb-pc39,,,
Bhiṃsāpana,zh-dg-bi-vb-pc40,,,
Nahāna,zh-dg-bi-vb-pc41,,,
Jotika,zh-dg-bi-vb-pc42,,,
Cīvaraapanidhāna,zh-dg-bi-vb-pc43,,,
Vikappana,zh-dg-bi-vb-pc44,,,
Dubbaṇṇakaraṇa,zh-dg-bi-vb-pc45,,,
Sañcicca,zh-dg-bi-vb-pc46,,,
Sappāṇaka,zh-dg-bi-vb-pc47,,,
Sañcicca,zh-dg-bi-vb-pc48,,,
Duṭṭhulla,zh-dg-bi-vb-pc49,,,
Ukkoṭana,zh-dg-bi-vb-pc50,,,
Theyyasattha,zh-dg-bi-vb-pc51,,,
Antarāyika,zh-dg-bi-vb-pc52,,,
Ukkhittasambhoga,zh-dg-bi-vb-pc53,,,
Samaṇuddesaantarāyika,zh-dg-bi-vb-pc54,,,
Sahadhammika,zh-dg-bi-vb-pc55,,,
Vilekhana,zh-dg-bi-vb-pc56,,,
Mohana,zh-dg-bi-vb-pc57,,,
Dubbala,zh-dg-bi-vb-pc58,,,
Chandaṃadatvāgamana,zh-dg-bi-vb-pc59,,,
Kammapaṭibāhana,zh-dg-bi-vb-pc60,,,
Upassuti,zh-dg-bi-vb-pc61,,,
Pahāra,zh-dg-bi-vb-pc62,,,
Talasattika,zh-dg-bi-vb-pc63,,,
Amūlaka,zh-dg-bi-vb-pc64,,,
Antepura,zh-dg-bi-vb-pc65,,,
Ratana,zh-dg-bi-vb-pc66,,,
Vikālagāmappavisana,zh-dg-bi-vb-pc67,,,
Mañcapīṭha,zh-dg-bi-vb-pc68,,,
Tūlonaddha,zh-dg-bi-vb-pc69,,,
Lasuṇa,zh-dg-bi-vb-pc70,,,
Sambādhaloma,zh-dg-bi-vb-pc71,,,
Udakasuddhika,zh-dg-bi-vb-pc72,,,
Jatumaṭṭhaka,zh-dg-bi-vb-pc73,,,
Talaghātaka,zh-dg-bi-vb-pc74,,,
Upatiṭṭhana,zh-dg-bi-vb-pc75,,,
Āmakadhañña,zh-dg-bi-vb-pc76,,,
Harituccārachaḍḍana,zh-dg-bi-vb-pc77,,,
Tirokuṭṭuccārachaḍḍana,zh-dg-bi-vb-pc78,,,
Naccagīta,zh-dg-bi-vb-pc79,,,
Ajjhokāsasallapana,zh-dg-bi-vb-pc80,,,
Paṭicchannokāsa,zh-dg-bi-vb-pc81,,,
Dutiyikauyyojana,zh-dg-bi-vb-pc82,,,
Anāpucchāpakkamana,zh-dg-bi-vb-pc83,,,
Anāpucchāabhinisīdana,zh-dg-bi-vb-pc84,,,
Anāpucchāsantharaṇa,zh-dg-bi-vb-pc85,,,
Rattandhakāra,zh-dg-bi-vb-pc86,,,
Paraujjhāpanaka,zh-dg-bi-vb-pc87,,,
Paraabhisapana,zh-dg-bi-vb-pc88,,,
Rodana,zh-dg-bi-vb-pc89,,,
Ekamañcatuvaṭṭana,zh-dg-bi-vb-pc90,,,
Ekattharaṇatuvaṭṭana,zh-dg-bi-vb-pc91,,,
Aphāsukaraṇa,zh-dg-bi-vb-pc92,,,
